"","GeneralType","Type","PRKCZ","EPHA2","PINK1","ID3","SFN","SESN2","SLC2A1","PTPRF","CDKN2C","JUN","GADD45A","GNG12","SHC1","LAMC1","PIK3C2B","LAMB3","TRAF5","DUSP10","CAPN2","ID2","TRIB2","TP53I3","LTBP1","EPAS1","EPCAM","HK2","CAPG","DUSP2","SPC25","ITGA6","FZD7","IDH1","FN1","IGFBP2","ARL4C","PPARG","TGFBR2","KIF15","CDC25A","LAMB2","FLNB","MITF","PHLDB2","MYLK","TIPARP","MECOM","TNIK","PLD1","TNFSF10","CLDN1","BCL6","SGCB","IL8","PTPN13","PITX2","CAMK2D","VEGFC","PARP8","ITGA2","IL6ST","MAP3K1","PLK2","SSBP2","EGR1","DUSP1","FOXC1","NEDD9","DDR1","HSPA1A","HSPA1B","BAG2","CD109","AIM1","SESN1","FYN","SGK1","MAP3K5","TNFAIP3","PERP","FAM20C","PDGFA","MAD1L1","TWIST1","GLI3","STK17A","IGFBP3","GRB10","CDK6","LAMB1","MET","HIPK2","PARP12","TNFRSF10A","DUSP4","FGFR1","SNAI2","LYN","E2F5","CCNE2","FZD6","EXT1","SNTB1","CDKN2A","TLE1","NEK6","DIP2C","CAMK1D","ITGB1","DKK1","AIFM2","PCBD1","DDIT4","FAS","DUSP5","MGMT","CD82","DDB2","DTX4","CCND1","ENDOD1","BIRC3","CASP4","ETS1","PTPN6","EPS8","MGST1","PRICKLE1","DDIT3","DUSP6","SOCS2","ELK3","FARP1","ZIC2","EFNB2","IRS2","COL4A1","COL4A2","PCK2","PRKD1","CFL2","NFKBIA","PYGL","BMP4","DAAM1","SIX4","HSPA2","FOS","VRK1","EVL","THBS1","IDH2","BLM","MVP","MLKL","PLCG2","JUP","FZD2","MAP2K6","RAC3","NDC80","LAMA3","TCF4","ATP8B1","PMAIP1","GADD45B","ICAM1","ICAM3","CDKN2D","DLL3","AXL","RELB","RRAS","TRIB3","PLCB4","PYGB","ID1","CD40","SIK1","PDK3","MSN","PHKA1","FLNA"
"H513","lung","mesothelioma",5.894964555,6.442729665,7.117888161,6.337715444,7.330224496,8.296584776,7.380826032,7.986023592,3.716966103,6.329824061,7.866561186,6.052571858,8.042445971,7.019933909,8.50615784,5.485218834,4.33062304,5.646559168,9.193733925,3.218626436,5.222508519,6.369905654,3.555299246,6.785543264,10.19416027,7.338970178,8.011563576,3.313497731,5.068647275,5.120309984,5.472294226,10.39253923,6.695864482,5.036905863,5.920742199,9.818895058,3.560729439,3.70358526,4.17132058,5.437639803,8.890105019,3.703240117,4.890006753,3.804545842,5.19525985,4.511613199,2.840147819,4.428130387,5.50921075,7.568035435,6.319684977,4.594874105,4.918425188,4.889073526,4.338192212,4.955727861,3.780794242,5.553006739,9.996934358,5.98331841,9.320971022,5.337493077,5.990360632,7.791379392,4.210990426,5.772166971,3.762849241,7.034038051,11.17996969,10.26867295,6.719783146,6.617174314,5.076428885,5.567714945,4.658337109,3.982517577,8.07182095,3.685723228,9.951331412,7.001426405,6.913016495,5.094733925,7.31411929,3.27631908,5.811931633,7.34925705,3.524693005,5.576653069,4.968579302,4.556018213,4.427668807,7.381035721,5.526034541,9.144539146,3.573648075,6.868051353,5.864464702,7.745440064,4.645025628,7.899490131,6.432609978,3.080884039,3.383458925,9.05579457,5.582721436,5.394497376,4.075478927,8.495430423,3.542178474,4.666591227,7.816653107,10.2554224,4.190384331,7.047638607,5.871624798,8.367129755,7.388756019,9.612326193,7.923474611,7.360542572,5.612285766,7.777943173,4.049608567,5.187438001,5.603266241,12.27498296,3.579255998,5.94526474,9.37892733,3.536923164,6.907759255,4.915170941,5.495746918,7.145972024,6.830895885,3.238423984,3.554000471,6.328681308,3.277743309,6.295007543,9.522450618,8.5204945,2.744626383,8.374877209,7.782608268,7.347466411,5.458031696,7.164291148,4.761525573,3.363081076,6.166566437,4.683986999,7.102360841,7.037061182,5.336034568,8.961121336,6.693911989,3.958077985,5.313525921,6.975638448,4.478003932,3.326273673,6.293354661,8.282007882,6.575325086,4.153871828,6.793068934,5.618029029,5.072866846,3.581626421,4.833375741,7.510970094,7.508845399,3.29060089,4.698987801,11.24007999,6.246213404,6.790952542,5.230994182,3.302559397,5.248696643,5.354360712
"IST-MES1","lung","mesothelioma",5.319376824,6.070050201,6.687807857,9.366381475,4.033356746,6.004024213,4.979004542,6.907570985,8.166635835,8.398317734,10.27753805,9.813123788,7.475763543,7.543011163,6.112139982,3.59255311,6.957820776,3.603068805,9.888757972,8.499161473,3.398526572,7.859331572,6.613987452,6.801223533,2.890121438,4.962057106,5.992264444,3.676092083,7.152077744,5.149360249,4.673553012,8.993390655,7.504590965,8.371037687,5.185442851,3.585249869,4.638995005,5.260925097,4.189708936,6.493185281,7.296446885,4.675610696,4.226765853,10.38797995,4.810816848,3.230923642,3.572294012,5.287554895,3.045338652,4.448240304,6.640125167,5.396124112,3.401008877,4.710610831,8.213223986,5.16284083,7.561579436,5.990542686,3.575432173,7.618710572,8.04902324,8.656044437,6.689071164,4.61667426,7.327619711,8.209050956,3.436075451,7.389302474,9.887994315,8.318122953,7.899989434,3.141015838,3.260344889,5.146440542,8.229920243,4.203077223,3.702465437,4.276331448,9.175195764,7.074814895,6.312277853,4.826057029,8.50879041,7.151049659,7.621843364,6.814381869,6.750865701,9.134973021,5.658774457,3.617148926,5.432045677,8.097432784,5.004167037,6.420947105,5.665711854,5.666252929,4.198113389,8.557666524,6.504768633,7.725957608,9.639800173,3.783791453,3.222112377,7.039361963,8.27533236,7.513621822,7.153883182,8.78144565,10.12171947,4.937457068,8.366753846,8.23208137,4.480321467,3.316949506,6.050665519,9.19408077,7.241004161,7.968225898,6.712350954,4.57418054,3.966772368,7.477782307,3.775627814,3.348598853,7.483604286,3.561749648,5.050137791,5.356164491,3.759366316,2.937985342,5.776309079,7.081891519,6.124381152,4.445115509,6.98057497,10.31903134,10.60782951,5.084818974,5.628757876,7.607423647,7.773334013,9.006197985,9.618321265,8.491877043,5.273201004,3.952657399,3.931298674,7.932203113,3.832916216,3.267279665,5.602474257,6.69349585,7.289772549,4.374083788,5.432764569,5.745870443,10.63326033,4.212331138,6.931969657,7.421347246,7.601639795,3.470331661,5.405665462,5.773504501,9.503578456,5.25498559,6.326589026,6.849318773,3.247036188,7.509284957,4.727020012,8.562629464,6.01882789,7.34767936,6.272497747,8.684357184,3.399206938,8.081507607,2.97306558,9.563761975,4.46573399,7.065260906
"MPP-89","lung","mesothelioma",5.27750927,6.219007969,7.864641025,8.548178209,5.0795531,4.946405693,7.015389591,6.647281488,7.573936354,7.868864178,10.04968779,8.79997022,7.895987515,9.424625521,5.265542697,4.936895008,5.606451135,4.752568117,8.851860711,4.416616759,5.805801667,7.269690478,5.086944288,6.329637636,3.644574499,6.078184304,8.402500621,3.603081625,7.354787858,5.050591591,5.817512302,8.108542087,10.51848505,6.4374318,7.124117866,6.067927787,4.726690447,6.85170624,5.584259289,7.309863172,8.782680474,7.337477168,7.913724656,10.00734925,6.328345185,6.086887804,3.933014796,4.364548751,6.848535788,5.521469692,5.723573099,6.892301089,4.047969567,4.911217706,4.498993505,5.583356247,8.519552635,3.863301475,4.728772173,6.411838731,7.671566184,8.694969604,5.866646139,4.85307399,5.618431547,6.991033541,6.507650399,5.630114911,10.95249682,9.431242063,7.562978519,5.39693944,3.176209982,4.343531206,8.807117762,9.668440326,6.290592441,5.790414275,7.487923592,7.94193558,5.799220347,5.259090111,8.840663834,5.88598485,7.344652084,6.33683655,4.690006579,7.714633485,6.133370619,4.717730339,4.749988909,7.870040234,5.587611409,8.909858926,5.539448813,8.463819639,7.623393987,7.403867339,6.338099814,7.656114973,9.168645015,3.569916922,9.255510181,8.989213297,6.578431842,5.793144046,4.894644236,9.086160165,9.697730946,4.777313402,7.842042623,5.785466472,6.073097971,7.107253614,6.333033014,7.052084432,4.971544367,6.492902718,6.504326917,5.179622597,4.36132914,6.847266376,4.717076422,3.282108942,5.416763874,4.93710603,7.494279793,4.056699196,5.996192687,4.085190456,6.475101689,6.180615919,6.012464892,6.643441116,6.998612282,8.328458098,9.194772383,4.923689079,7.119528277,8.945493874,8.841813391,9.706846878,10.36522857,9.047359701,7.862959293,9.854969039,4.160253167,8.426807582,4.455487972,7.274360201,6.838270875,7.268022356,6.846031843,6.820297608,4.231676841,6.871823463,9.674413468,5.156803716,6.516019108,8.583249039,3.767462779,6.94951323,6.243959703,9.465271852,6.96263767,6.899223477,5.933354327,6.426093211,5.917365244,9.395295242,5.478482391,9.700760527,5.388593519,6.235156107,5.723709439,9.211842684,7.142640917,6.223161506,5.200021481,9.957712261,3.838984654,9.195019953
"MSTO-211H","lung","mesothelioma",4.539111599,6.319307643,6.838649849,9.202464382,3.707036004,5.712987833,5.767104267,8.292397095,6.964919885,7.570007028,10.99959435,9.445867111,7.896559751,8.619271598,3.675046275,3.146094993,4.769218422,3.819948863,10.05062987,3.060934274,4.763275235,4.765952523,3.599238008,5.563024274,3.101444717,7.700383689,7.492680192,5.153879359,8.091014491,8.498464012,3.768710977,8.332250578,3.690505099,3.536402295,6.545380771,7.973525689,4.744102332,6.600424562,6.048600537,4.786778715,6.490548006,6.419676126,7.284368104,3.963005219,6.715684931,7.482337818,4.408240411,3.893059319,3.207290193,6.666037062,4.030623237,6.177469465,5.524436484,5.162394949,8.152566739,6.187986718,7.336910782,5.718884302,7.205044367,5.75118832,6.443394162,10.12880475,5.211744337,4.615412646,5.975576629,5.851957353,2.95327843,4.051746767,10.54992545,9.644434605,9.122139879,5.623385032,4.688653806,6.608580538,6.244712191,5.975144095,4.8177486,4.512619367,7.398223546,6.394128603,5.808862254,7.219639813,8.054242441,5.307143887,8.49474015,6.199075026,5.234553131,7.646570599,5.884432445,6.398640705,5.904112703,6.879763579,6.630943673,5.906130039,5.437928323,6.926125337,5.747480833,7.494087397,6.150806879,3.499191941,7.117376782,3.704146014,3.995296173,7.287889884,7.916302445,5.075422526,4.40614594,8.740907858,11.93934928,5.952257416,8.536435893,7.693003106,5.061113197,7.56713824,4.85685475,4.465330356,6.951601484,4.175231177,7.978433573,3.623706974,4.108156679,7.425623297,5.108119967,3.970006684,6.522328536,3.513330892,5.824526614,5.317114824,6.434015863,4.514429059,7.636447802,5.359491624,6.320519365,3.6149981,5.851438218,4.825506669,5.962448314,3.556890308,6.50631828,8.921764991,7.351643534,9.124335042,3.597006329,6.856802726,7.804497105,3.687597572,3.212732841,9.09097997,4.808863709,4.0965368,3.867693959,7.676157475,5.97607872,8.380465015,4.302049584,3.967973617,8.439654249,4.379653132,6.905972834,7.972166317,5.771191121,6.460815067,8.093436875,8.190199635,6.909278233,3.785952237,6.075379549,4.774962248,5.057557961,8.268342969,3.589976651,7.337936729,4.921745702,5.184456383,5.328446304,10.21594408,3.729025246,7.590314053,4.832495989,8.878624323,5.557132989,6.698940109
"NCI-H2052","lung","mesothelioma",6.841180028,6.3251119,8.768811516,7.128137704,3.829483308,8.719891588,6.654313655,8.907308466,5.986799166,7.814595992,11.21622844,8.746800434,8.416141046,7.641526913,3.789363957,5.7556705,5.481767819,5.14188089,10.17739861,4.270865315,4.878878573,8.448656018,4.96352536,7.158910218,3.181445113,7.153101887,10.61545312,3.589636424,4.781893535,7.836985739,4.651115764,8.871601788,9.002107683,4.403946415,8.585040777,7.283890851,6.046101779,4.111467125,3.868028357,6.880871991,7.80024325,4.461811204,6.263549868,8.454701713,6.286587356,5.219107128,7.153056374,5.174301345,4.85279194,8.026804633,5.633937938,6.782295325,10.2709851,5.443620643,5.714860632,6.233990541,8.567663485,5.742034076,7.723699929,8.296936627,6.939691715,10.16368721,5.353786003,4.075878431,8.10953581,5.913248882,3.369621815,4.286970995,3.187805148,8.768377727,7.272955781,5.145542035,3.506620405,6.783343555,7.084002281,10.1053103,5.809771829,9.146971351,7.578437348,8.397451439,5.908160964,4.5971447,6.86986048,4.289898713,7.462561798,7.548348623,6.417524114,6.524609,4.162408427,4.538223945,5.589403055,7.197892204,4.946428088,7.535906742,5.867538856,10.0984731,6.282677209,6.765200745,4.103781488,8.826745746,10.26956178,4.530154248,3.467527505,8.397050353,8.394125239,5.622935141,4.860240445,9.857692154,12.23874245,5.278818986,8.502319992,10.56802608,7.840907387,8.293756437,4.685647916,7.982072895,9.691505307,7.326498762,8.67525333,7.78628633,6.195108938,8.913484004,6.434694091,3.525363748,7.182441663,10.09907963,3.707894104,6.492124287,7.696592529,5.156973589,7.183030616,7.214368373,4.079437656,6.037253924,6.949663622,5.675384636,7.230324824,6.471870129,6.296210755,8.621909834,9.141480403,8.768255576,4.237429391,6.973017724,6.811002365,3.42609903,3.38567916,6.41745994,4.403142083,5.839834365,6.011233007,4.232588496,8.910388722,6.620781087,4.67201814,4.832774806,7.110311879,3.413439828,8.62772823,5.355903337,6.412368821,4.847659688,6.756524601,7.669962157,8.136155814,7.285220901,7.290083588,6.199624124,3.759840591,8.833554296,7.071424824,10.25190523,7.62756528,5.550494523,7.636812872,8.963052833,4.476320854,7.030500914,6.289678212,10.40314006,4.933609537,8.317659105
"NCI-H2452","lung","mesothelioma",6.067719029,6.578323813,8.265126873,9.192455647,8.027271806,6.848368359,7.711727212,9.696648863,6.972694626,8.563392537,10.67694829,9.272088741,8.269902512,8.380272629,3.92526697,4.589409745,4.37450156,5.916827856,9.767310013,6.673159172,3.874919111,6.357397473,4.31058073,7.48921824,3.065655843,6.392724154,7.258214808,3.283463625,7.110090715,6.401013984,3.666200911,7.366240409,5.717464916,4.707411174,5.136813606,5.536500242,6.826224942,5.119815035,4.016219275,5.914581302,7.662192417,5.212304989,8.665372304,6.822038142,5.370079003,4.525389084,6.513496735,4.515532409,5.535088656,6.579287714,5.42771975,5.410976499,4.586052388,3.585777683,5.396364584,5.957227463,8.955462161,6.260716726,6.031195862,7.513838826,6.887952558,9.075223729,5.863079621,4.420318286,6.57447407,5.757967117,3.549048607,5.819525551,10.67370583,8.436030091,8.545124404,3.794335977,3.151126275,4.082899175,4.748563936,10.82547777,4.469538242,5.418055349,8.227716702,7.856989167,6.37074644,6.185742751,7.790494839,5.593110249,7.18481255,7.323089861,7.126705706,8.594054163,6.10863471,6.689694925,5.535880372,8.591466985,3.959876875,5.472134288,7.315699763,5.650391004,7.731538238,7.147800134,5.470513182,7.070278083,8.779057956,3.293485163,3.365609903,7.881374995,8.232645265,4.961280851,4.484700821,10.64089816,10.19806763,6.395283668,8.700284891,8.804631193,5.521011562,5.917675988,8.011766076,5.245445799,6.136390172,4.796154999,7.042083674,3.789502367,4.915386403,8.932973912,5.263988923,5.581239632,6.135675095,11.54025571,5.272423039,5.54051421,6.485869737,2.649100686,7.591071221,5.927912947,4.821784834,4.130602394,5.937686814,7.718796437,9.056201508,4.742389026,5.017767664,6.773905691,8.124936852,7.904369516,6.040165867,10.00250009,5.471855583,3.253886908,5.049239291,6.894334879,4.067641128,4.75274284,4.773774529,6.927298353,8.377318025,5.899542679,4.1792413,6.52184699,8.838375328,3.658557009,6.753650373,8.462011138,3.766052846,3.52435683,7.008313152,7.227509655,6.853657983,8.646836802,6.329944448,6.51666421,3.459988473,8.484245912,6.236977975,8.318538338,6.90475931,5.947254256,6.934620746,9.309478367,3.537593499,5.421833749,3.085453161,9.895095483,3.169265011,7.726044107
"NCI-H28","lung","mesothelioma",4.336285799,5.719961049,3.814287698,9.513437771,5.429473913,7.236045539,10.69070715,7.576057226,5.726522418,6.982976798,9.647563371,8.415869714,7.875046971,8.612332751,6.198108746,3.639119571,3.393989855,4.95410277,9.770338415,9.774948483,3.378859297,7.015972169,3.742462003,4.776146268,3.749681148,7.999234492,3.870665348,3.962962592,7.259453853,5.496601293,6.243690479,9.042551055,9.677441961,5.85357251,11.81061882,8.02385905,6.085174012,6.315256206,5.458523923,6.513419753,8.554728223,10.21379597,6.425777079,7.572911918,4.681929689,4.119354388,4.843572305,3.945380298,2.8431934,8.474182545,4.238710113,5.553261634,3.267101781,4.52069044,7.126631408,4.264618135,4.607841785,6.095586524,4.592267642,5.388962164,8.65187625,9.804953309,5.255588417,6.814806818,6.85746934,7.228838423,3.214363011,5.446243619,3.137384058,9.447186554,8.765464567,4.68659121,3.040296675,5.478743544,4.27197158,3.241788228,4.089816224,4.325218851,9.103446857,7.914859169,6.234900354,7.063226341,3.613130752,3.98907984,6.428109761,7.842915959,6.563909134,9.09409144,6.602145665,6.845216452,7.901616906,4.214118775,6.406882824,9.596229171,6.730849185,4.4256425,7.036607078,8.382268449,4.174894032,6.65775374,7.328516061,6.091269175,3.660538287,9.292593691,6.876214416,7.108868169,4.242568102,9.253340826,2.870225839,5.239641093,10.25092168,11.30686532,6.478050963,9.132833212,8.247208778,3.906374363,7.477266746,5.606066885,7.936024158,6.187051201,6.078040813,4.406094868,4.025362759,5.443420868,6.302506214,11.72245433,5.470338785,6.066189912,7.527829509,5.043403492,5.962389748,8.926125343,7.051189644,3.850050546,6.476521557,10.05864988,10.28857416,5.912858581,6.038708665,5.991243259,8.182518628,7.61313909,3.000984742,6.074446959,4.983177582,3.723120446,3.440631053,6.8382653,3.958340635,6.797600354,8.821994165,7.93346081,8.276241786,6.726562345,3.92593865,4.8121234,6.225536863,3.416854666,4.809090814,6.489202818,4.119823897,3.631066516,2.51616077,7.239919497,5.668667352,3.201358063,5.933749715,5.682799119,3.624267394,8.431537324,6.215764789,8.045276166,8.531790636,5.859166156,6.815229167,11.15387895,3.478876534,9.632995463,4.130198612,9.329182749,4.422803217,8.213779011
"COLO-668","lung_SCLC","lung_small_cell_carcinoma",6.404014134,4.591458521,5.633303478,8.679164423,8.222590535,8.834961101,6.617520297,6.328349668,9.602054141,7.003194511,10.64675417,7.688981739,6.717660821,6.655513506,5.796911917,6.732972493,7.973100699,4.122280422,8.87230949,9.050789774,6.909951887,9.479890461,3.717903342,4.713127536,10.87139944,5.722305034,3.881009983,3.399359337,6.080015573,3.202946656,2.795213284,8.901663044,6.366090761,9.213734643,7.762108336,4.675296644,4.593187854,6.790378916,5.267202622,4.228007553,6.314166521,3.668079274,5.101657443,4.514485661,5.628830368,6.554842426,5.25576638,3.645305719,5.060444507,6.377450728,5.612007986,4.90582931,9.373294984,5.793664613,6.165817642,6.910524272,3.156826386,6.041477167,4.944749209,4.893551402,7.076641866,4.166534191,6.137797242,5.797476092,3.245927859,3.82077682,3.077817751,6.030694729,9.783678473,8.271664666,5.488040658,3.952188817,3.425556156,4.766471517,6.910674686,4.824226019,5.980559303,5.347162043,7.838081401,3.681514223,5.5690323,7.904269748,3.086740482,3.033935645,5.372782103,5.07945814,6.975201403,7.571220258,3.473124729,4.410152534,5.912697468,8.117192414,7.448978943,8.958053752,4.358195401,3.557882108,6.72186132,8.467017933,7.987191331,6.798793312,5.021813591,7.732321166,8.340476134,6.792154479,6.718207777,5.457225643,7.560317431,6.887523044,2.964177017,4.295839102,8.733899893,9.824384363,4.210457129,7.503589044,6.294586643,7.793838103,7.13034849,4.745351908,3.158586329,3.85344523,3.553919962,7.253931143,4.219409776,5.798236119,7.639569448,9.468683261,3.385821555,6.293633171,10.8431596,3.050233361,5.645547228,7.192942787,5.326265015,5.607295783,9.109685349,3.478847362,5.379144409,7.615744086,6.774709048,5.504907788,9.023563065,5.214918356,5.307410923,8.14015121,8.034918772,4.158521876,5.480648959,8.554881768,4.293785131,3.110999717,8.234545503,7.792058309,6.469976026,6.080375426,4.108720717,7.246846795,3.560925848,8.016805532,6.187041733,8.721895709,6.909092296,4.785417677,8.036516462,9.732106303,4.629141796,4.631096605,4.257239347,7.43903393,6.803084204,3.081693613,4.775443075,3.848673362,8.14337207,3.075910959,5.806946613,8.528778026,6.339634612,6.205394139,6.669277745,3.508358601,4.820649708,5.173160229
"COR-L279","lung_SCLC","lung_small_cell_carcinoma",5.461050622,3.11758221,6.157998236,9.153606064,7.155991725,5.179479413,6.765068228,7.464850192,10.01326596,7.267765135,10.70247438,8.498227331,5.689638467,6.882807154,5.023291252,3.509522552,5.37741879,7.536317671,6.040865829,7.946312477,7.996047091,6.607602141,3.234800521,3.522209783,10.26155517,9.18039904,4.287155556,7.109785119,7.898928189,4.563107955,4.156391785,7.405394098,4.63054013,11.58253072,8.560986889,3.563776032,3.653652323,6.163794964,5.222690874,3.328116356,6.716378364,3.600573035,5.383082962,3.75770541,7.699213112,6.327533115,5.953306676,3.313221635,2.90878493,3.250294538,4.559744176,5.428499912,3.509841083,5.811231954,4.155211551,5.359088353,2.923938145,5.339723145,4.799914741,3.506867377,5.345426639,4.761280028,6.643292428,2.928016989,3.580382717,3.240536566,2.771437348,5.357589041,9.545314506,8.818162928,6.77690989,3.591997684,5.246848583,6.382657444,8.859586851,4.297715024,5.05278446,5.307422069,8.665167138,3.434880104,3.680528274,5.382157364,5.740719209,3.130684315,4.645744815,5.230270543,8.417817971,9.790322071,4.617651596,3.360076327,5.990544297,6.247737672,4.051203983,8.528353253,3.420475285,6.488748374,8.065439615,9.158026917,7.46415914,6.39883653,4.320682029,3.202339217,8.760007161,6.328129859,5.936302789,4.735832077,6.109383265,6.626613252,3.097116104,3.736328602,6.62969527,10.13214128,2.827061654,4.965057008,5.233827563,3.858222907,6.836507399,6.101378476,3.052290693,3.660417361,3.081444783,3.367293629,5.843146338,5.751396797,6.282471067,9.434305741,3.553939225,4.463848642,3.612789942,4.631963638,5.780417061,6.156837317,3.859946462,4.071592839,5.20054063,3.041700406,3.546798131,6.113363693,8.10942813,8.444719706,7.019284536,8.90250423,3.855624122,8.543954366,5.500759942,4.811667486,3.642011002,8.697854822,7.161976743,3.262472594,9.219813857,8.01296161,4.91181334,5.468494454,2.935732895,7.833466736,3.511606249,5.470466388,7.394070523,8.235947105,3.100879226,9.103885205,5.700835028,8.469744154,4.597355052,3.145380848,4.449803364,8.125394763,7.813781105,3.777135505,3.585673738,4.954392324,5.141782977,6.275273872,5.122467504,10.20765549,3.349822362,6.57686283,6.09728455,9.576595884,6.326184467,5.671475601
"COR-L88","lung_SCLC","lung_small_cell_carcinoma",7.266961589,3.312572504,6.649529981,9.02397615,6.80788738,5.691324187,6.808810682,6.38911971,8.740729863,7.928607117,7.66898919,3.189640554,5.401009985,5.263318407,5.285555974,4.010970136,3.842549733,5.292685172,8.806517771,9.778377806,7.153451632,6.955851184,3.313725675,4.612818355,10.66576087,5.70199085,4.955629826,4.315497679,8.289755016,6.981067222,4.017654583,7.718119881,6.057727041,10.38754988,8.352130593,3.494245901,3.518923173,6.751384227,5.557436531,3.578377628,5.873000882,3.458116438,3.495305595,3.50138499,5.557050225,5.119924287,3.518267207,3.335249021,2.915172823,3.361170909,4.057328367,6.392699332,3.461226542,4.16025904,4.365058524,4.239018447,3.710329282,3.433607688,2.643376571,3.834241173,7.292054141,3.403801204,6.86422618,4.157921898,3.694705974,7.347991965,3.076464614,5.791018651,10.68046841,9.24438799,6.582306997,3.515201572,3.203661708,6.236891832,8.652142279,7.54367224,6.791527414,3.22265252,9.041469154,3.568461174,3.371786064,6.678917497,3.805037402,3.073972281,4.72525798,3.11320211,6.304496099,3.474207329,3.20444767,4.04341946,5.981349915,6.086503356,3.793766103,6.547640403,4.927011994,3.388444416,3.552348396,9.990650897,9.590814449,6.96068891,5.206551397,3.412590349,8.098182793,9.077555922,6.041294655,6.350504893,8.830013404,5.817885446,2.962395332,4.137360622,7.661881447,6.862994144,2.887389788,2.995799638,2.526466725,3.604590177,7.271296091,3.77034314,3.165144516,3.428789221,2.938283061,4.189636649,4.332791273,6.759186338,6.612667017,11.06839169,3.577722612,4.136263164,5.226498685,4.760966167,3.173799523,6.84982675,9.74535889,4.214203845,7.654345013,3.726517352,3.63477955,5.862270144,6.218282058,5.540374155,7.644813735,5.799768391,3.182945437,8.691481779,7.999790013,5.067924358,4.212708231,9.023923075,5.966045579,3.293271244,8.584621973,7.951207181,4.834808277,4.304146697,5.639680234,7.002411558,6.25921938,5.334332517,7.903375619,9.016758044,2.814892478,6.679644208,5.107249402,8.607955125,3.892891897,2.933434145,3.853862449,9.504183129,8.580274666,3.250041593,3.266530216,3.721071016,4.86037985,6.202918703,5.893318842,9.971356048,4.885823679,4.364885774,5.634642814,6.668561133,4.370711875,5.838781635
"COR-L95","lung_SCLC","lung_small_cell_carcinoma",4.962358754,2.954935873,6.817354899,8.231432671,6.01410181,6.169017633,5.26855257,6.406636956,10.34371715,9.521564216,10.52804302,7.501787518,5.025642088,6.868590726,4.272151551,3.676322932,6.273757694,5.615253705,7.932257803,9.863128133,7.516454828,4.55849841,3.385773849,5.846551686,10.44210146,3.957304745,3.703726529,4.817504748,8.074288606,7.60829949,3.401501043,5.745051332,4.649708179,9.42482808,7.27433708,4.570333402,3.56315607,6.763107841,5.586514669,4.081459897,6.598133099,4.436491719,3.441123592,3.562964317,6.824020798,3.249434439,4.950557127,3.670658704,8.518238572,2.991637735,5.602638858,5.69830114,6.435041509,5.634161475,3.476518824,7.531321525,3.254697378,5.968628937,4.377249843,6.155697404,7.008336133,3.288815539,7.116127158,6.384629414,3.795054394,4.643521184,3.478277044,7.946383896,9.581842529,8.34846497,4.447768886,3.078527193,3.876319737,6.652769765,9.063197586,6.662107765,8.174258994,8.075578212,8.995474766,3.527965101,3.982335851,6.097413844,4.053560274,3.228915025,5.716940192,2.94074683,5.799220831,3.095042011,3.048661458,3.272716002,6.814012004,6.242577526,3.367188948,9.181215621,6.430640824,5.750618248,7.436161597,5.589765004,9.258736068,7.023315059,5.761742864,3.448250456,8.542235969,7.668374966,3.831167279,5.290298512,7.83294347,8.467654334,2.855968167,4.138648934,6.800850408,7.904083034,4.53824531,3.867681847,3.040511563,5.422290992,6.510175929,6.402092172,2.782515918,3.631666552,5.176448306,8.17391368,6.548901285,6.20382518,7.35144954,9.829530423,3.6307043,5.594049299,5.088682575,2.760721636,3.595637639,5.737501801,3.062410175,3.309201808,7.936650303,3.042118628,3.498679241,5.986630227,6.712472549,6.256016369,9.242844488,4.622500091,3.059062694,8.050799738,9.437032523,3.443722798,6.801038097,8.738926683,6.447309139,3.274874718,9.856542907,7.53819086,5.269236053,3.798135313,6.367790285,7.293369373,3.671816791,4.135205499,6.528016953,6.55263923,4.619743876,9.141368125,8.192601777,9.808358055,5.702684065,3.234761751,4.501860242,9.985713542,7.692407677,3.635230645,4.734189542,5.835072302,5.306126149,7.4802241,5.931671173,8.992733324,5.192321936,6.620532937,5.75530696,7.466446726,4.478724611,3.48843893
